jd,filter,fnu,efnu,flam,eflam,mag,emag,corrmag,date,wave,Llambda,Llambda_unc,mjd,tmax_of,absmag,eabsmag,redshift
2459708.87,g',0.00014579,-5.36E-06,1.90E-16,-6.98E-18,18.49074294,0.040674625,18.49074294,2022 5 9,4800,4.77E+38,-1.75E+37,59708.37005,33.3700523,-17.31599065,0.040674625,0.033
2459708.873,r',0.000206964,-5.95E-06,1.56E-16,-4.50E-18,18.11032648,0.031668404,18.11032648,2022 5 9,6300,3.93E+38,-1.13E+37,59708.37276,33.3727581,-17.6964071,0.031668404,0.033
2459708.876,i',0.000207908,-6.66E-06,1.03E-16,-3.28E-18,18.10538923,0.035342668,18.10538923,2022 5 9,7800,2.58E+38,-8.25E+36,59708.3755,33.3755021,-17.70134436,0.035342668,0.033
2459711.518,z',0.000169054,-1.27E-05,6.08E-17,-4.58E-18,18.33,0.085,18.33,2022 5 12,9134,1.53E+38,-1.15E+37,59711.01834,36.018342,-17.47673359,0.085,0.033
2459711.517,i',0.0002101,-1.44E-05,1.04E-16,-7.09E-18,18.094,0.077,18.094,2022 5 12,7800,2.60E+38,-1.78E+37,59711.01729,36.017293,-17.71273359,0.077,0.033
2459711.516,r',0.000221833,-1.06E-05,1.68E-16,-7.99E-18,18.035,0.053,18.035,2022 5 12,6300,4.21E+38,-2.01E+37,59711.01625,36.016249,-17.77173359,0.053,0.033
2459711.515,g',0.000184173,-6.17E-06,2.40E-16,-8.03E-18,18.237,0.037,18.237,2022 5 12,4800,6.02E+38,-2.02E+37,59711.01518,36.015182,-17.56973359,0.037,0.033
2459708.391,z',0.000145354,-1.29E-05,5.23E-17,-4.64E-18,18.494,0.101,18.494,2022 5 9,9134,1.31E+38,-1.17E+37,59707.89132,32.891316,-17.31273359,0.101,0.033
2459708.39,i',0.000165816,-1.08E-05,8.18E-17,-5.32E-18,18.351,0.073,18.351,2022 5 9,7800,2.05E+38,-1.34E+37,59707.89027,32.890265,-17.45573359,0.073,0.033
2459708.389,r',0.000179154,-9.01E-06,1.35E-16,-6.81E-18,18.267,0.056,18.267,2022 5 9,6300,3.40E+38,-1.71E+37,59707.88923,32.889231,-17.53973359,0.056,0.033
2459708.388,g',0.000143096,-4.28E-06,1.86E-16,-5.58E-18,18.511,0.033,18.511,2022 5 9,4800,4.68E+38,-1.40E+37,59707.88816,32.888163,-17.29573359,0.033,0.033
2459713.729,r',0.000251184,-9.76E-06,1.90E-16,-7.37E-18,17.90008423,0.043011039,17.90008423,2022 5 14,6300,4.77E+38,-1.85E+37,59713.22898,38.2289826,-17.90664936,0.043011039,0.033
2459713.761,g',0.000188588,-1.32E-05,2.46E-16,-1.72E-17,18.21128272,0.078611449,18.21128272,2022 5 14,4800,6.17E+38,-4.31E+37,59713.26135,38.2613512,-17.59545087,0.078611449,0.033
2459713.764,r',0.000251212,-7.50E-06,1.90E-16,-5.67E-18,17.8999656,0.03290583,17.8999656,2022 5 14,6300,4.77E+38,-1.42E+37,59713.26406,38.2640609,-17.90676799,0.03290583,0.033
2459713.767,i',0.000242348,-8.53E-06,1.20E-16,-4.20E-18,17.93896508,0.038892774,17.93896508,2022 5 14,7800,3.00E+38,-1.06E+37,59713.26679,38.2667887,-17.86776851,0.038892774,0.033
2459719.428,r',0.000194548,-1.11E-05,1.47E-16,-8.39E-18,18.17749934,0.063815221,18.17749934,2022 5 20,6300,3.69E+38,-2.11E+37,59718.92817,43.928171,-17.62923424,0.063815221,0.033
2459719.43,z',0.000161442,-1.21E-05,5.81E-17,-4.36E-18,18.38002691,0.084816695,18.38002691,2022 5 20,9134,1.46E+38,-1.10E+37,59718.93026,43.930261,-17.42670667,0.084816695,0.033
2459719.429,i',0.000196569,-1.12E-05,9.69E-17,-5.53E-18,18.16627984,0.063819352,18.16627984,2022 5 20,7800,2.44E+38,-1.39E+37,59718.92922,43.929215,-17.64045375,0.063819352,0.033
2459719.427,g',0.000135202,-3.91E-06,1.76E-16,-5.09E-18,18.5726076,0.031843482,18.5726076,2022 5 20,4800,4.42E+38,-1.28E+37,59718.9271,43.927101,-17.23412599,0.031843482,0.033
2459720.88,r',0.000187209,-1.45E-05,1.42E-16,-1.09E-17,18.21924968,0.087273651,18.21924968,2022 5 21,6300,3.55E+38,-2.75E+37,59720.3802,45.3802,-17.58748391,0.087273651,0.033
2459720.881,i',0.000168752,-1.44E-05,8.32E-17,-7.11E-18,18.33194155,0.096997106,18.33194155,2022 5 21,7800,2.09E+38,-1.79E+37,59720.381,45.381,-17.47479203,0.096997106,0.033
2459721.878,r',0.000154479,-1.37E-05,1.17E-16,-1.04E-17,18.42789337,0.10107007,18.42789337,2022 5 22,6300,2.93E+38,-2.61E+37,59721.3776,46.3776,-17.37884021,0.10107007,0.033
2459721.879,i',0.000192444,-1.66E-05,9.49E-17,-8.18E-18,18.18930207,0.097892457,18.18930207,2022 5 22,7800,2.38E+38,-2.06E+37,59721.3785,46.3785,-17.61743151,0.097892457,0.033
2459722.876,r',0.000159289,-9.97E-06,1.20E-16,-7.53E-18,18.39459813,0.070161871,18.39459813,2022 5 23,6300,3.02E+38,-1.89E+37,59722.3763,47.3763,-17.41213546,0.070161871,0.033
2459722.877,i',0.000155373,-2.07E-05,7.66E-17,-1.02E-17,18.42162686,0.154919468,18.42162686,2022 5 23,7800,1.92E+38,-2.56E+37,59722.3772,47.3772,-17.38510672,0.154919468,0.033
2459723.871,i',0.000164458,-1.94E-05,8.11E-17,-9.57E-18,18.35993061,0.136406466,18.35993061,2022 5 24,7800,2.04E+38,-2.41E+37,59723.3712,48.3712,-17.44680297,0.136406466,0.033
2459723.87,r',0.000149073,-1.08E-05,1.13E-16,-8.20E-18,18.46656609,0.082009762,18.46656609,2022 5 24,6300,2.83E+38,-2.06E+37,59723.3703,48.3703,-17.3401675,0.082009762,0.033
2459737.417,i',7.40E-05,-5.52E-06,3.65E-17,-2.72E-18,19.22768147,0.084174706,19.22768147,2022 6 7,7800,9.16E+37,-6.83E+36,59736.91715,61.917146,-16.57905212,0.084174706,0.033
2459737.415,g',1.66E-05,-2.89E-06,2.16E-17,-3.76E-18,20.84905257,0.207232244,20.84905257,2022 6 7,4800,5.43E+37,-9.44E+36,59736.91505,61.915054,-14.95768102,0.207232244,0.033
2459737.418,z',6.23E-05,-8.56E-06,2.24E-17,-3.08E-18,19.4137994,0.160540333,19.4137994,2022 6 7,9134,5.63E+37,-7.74E+36,59736.9182,61.918198,-16.39293419,0.160540333,0.033
2459737.416,r',5.29E-05,-3.73E-06,4.00E-17,-2.82E-18,19.59154086,0.079367042,19.59154086,2022 6 7,6300,1.00E+38,-7.08E+36,59736.91611,61.916112,-16.21519272,0.079367042,0.033
2459719.715,g',0.000124803,-6.00E-06,1.63E-16,-7.81E-18,18.65950178,0.05349956,18.65950178,2022 5 20,4800,4.08E+38,-1.96E+37,59719.21469,44.2146938,-17.14723181,0.05349956,0.033
2459727.728,g',5.96E-05,-3.29E-06,7.76E-17,-4.29E-18,19.46237311,0.061746427,19.46237311,2022 5 28,4800,1.95E+38,-1.08E+37,59727.22833,52.2283345,-16.34436047,0.061746427,0.033
2459730.884,g',5.13E-05,-2.33E-06,6.68E-17,-3.03E-18,19.62543368,0.050503384,19.62543368,2022 5 31,4800,1.68E+38,-7.62E+36,59730.38442,55.3844242,-16.1812999,0.050503384,0.033
2459734.838,g',3.45E-05,-2.01E-06,4.49E-17,-2.61E-18,20.05658356,0.065181913,20.05658356,2022 6 4,4800,1.13E+38,-6.57E+36,59734.33776,59.3377596,-15.75015003,0.065181913,0.033
2459719.72,i',0.000241073,-5.99E-06,1.19E-16,-2.95E-18,17.94469619,0.027297489,17.94469619,2022 5 20,7800,2.99E+38,-7.41E+36,59719.22013,44.2201256,-17.8620374,0.027297489,0.033
2459727.734,i',0.000176527,-5.88E-06,8.70E-17,-2.90E-18,18.2830374,0.036798453,18.2830374,2022 5 28,7800,2.19E+38,-7.29E+36,59727.23377,52.2337727,-17.52369619,0.036798453,0.033
2459730.89,i',0.000155515,-4.96E-06,7.67E-17,-2.45E-18,18.42063195,0.035197152,18.42063195,2022 5 31,7800,1.93E+38,-6.15E+36,59730.38986,55.3898554,-17.38610164,0.035197152,0.033
2459734.843,i',0.00011085,-3.96E-06,5.47E-17,-1.95E-18,18.788227,0.039482007,18.788227,2022 6 4,7800,1.37E+38,-4.90E+36,59734.3432,59.3431976,-17.01850659,0.039482007,0.033
2459718.906,r',0.000215947,-9.79E-06,1.63E-16,-7.40E-18,18.0641971,0.050383165,18.0641971,2022 5 19,6300,4.10E+38,-1.86E+37,59718.40584,43.4058436,-17.74253648,0.050383165,0.033
2459719.682,r',0.000212195,-1.40E-05,1.60E-16,-1.06E-17,18.08323031,0.074030176,18.08323031,2022 5 20,6300,4.03E+38,-2.66E+37,59719.18233,44.1823321,-17.72350328,0.074030176,0.033
2459719.717,r',0.000207797,-4.62E-06,1.57E-16,-3.49E-18,18.1059677,0.024398381,18.1059677,2022 5 20,6300,3.95E+38,-8.77E+36,59719.2174,44.2173984,-17.70076589,0.024398381,0.033
2459727.696,r',0.000132624,-8.78E-06,1.00E-16,-6.64E-18,18.5935115,0.074376811,18.5935115,2022 5 28,6300,2.52E+38,-1.67E+37,59727.19599,52.1959851,-17.21322208,0.074376811,0.033
2459727.731,r',0.000152523,-4.66E-06,1.15E-16,-3.52E-18,18.44172524,0.033701096,18.44172524,2022 5 28,6300,2.90E+38,-8.85E+36,59727.23104,52.2310448,-17.36500835,0.033701096,0.033
2459730.852,r',0.000101896,-5.65E-06,7.70E-17,-4.27E-18,18.87967197,0.061984035,18.87967197,2022 5 31,6300,1.93E+38,-1.07E+37,59730.35207,55.3520748,-16.92706162,0.061984035,0.033
2459730.887,r',0.000107407,-3.46E-06,8.12E-17,-2.62E-18,18.82248495,0.035595972,18.82248495,2022 5 31,6300,2.04E+38,-6.58E+36,59730.38713,55.3871293,-16.98424864,0.035595972,0.033
2459734.805,r',7.50E-05,-8.43E-06,5.67E-17,-6.37E-18,19.21279262,0.129442884,19.21279262,2022 6 4,6300,1.42E+38,-1.60E+37,59734.3054,59.3054036,-16.59394097,0.129442884,0.033
2459734.84,r',7.76E-05,-2.57E-06,5.86E-17,-1.94E-18,19.1757573,0.036558809,19.1757573,2022 6 4,6300,1.47E+38,-4.88E+36,59734.34047,59.3404701,-16.63097629,0.036558809,0.033
2459741.747,i',6.64E-05,-3.96E-06,3.27E-17,-1.95E-18,19.34494694,0.066771572,19.34494694,2022 6 11,7800,8.22E+37,-4.90E+36,59741.24663,66.2466346,-16.46178664,0.066771572,0.033
2459741.744,r',5.37E-05,-2.88E-06,4.06E-17,-2.18E-18,19.57592384,0.059846517,19.57592384,2022 6 11,6300,1.02E+38,-5.46E+36,59741.24391,66.2439071,-16.23080975,0.059846517,0.033
2459746.419,r',2.54E-05,-3.67E-06,1.92E-17,-2.78E-18,20.38920403,0.169846093,20.38920403,2022 6 16,6300,4.82E+37,-6.98E+36,59745.91944,70.91944,-15.41752955,0.169846093,0.033
2459746.418,g',1.16E-05,-3.77E-06,1.51E-17,-4.91E-18,21.23607942,0.425739415,21.23607942,2022 6 16,4800,3.80E+37,-1.23E+37,59745.91838,70.918379,-14.57065417,0.425739415,0.033
2459746.422,z',4.94E-05,-7.22E-06,1.78E-17,-2.59E-18,19.665259,0.171362758,19.665259,2022 6 16,9134,4.46E+37,-6.52E+36,59745.92152,70.921518,-16.14147458,0.171362758,0.033
2459746.42,i',4.31E-05,-4.22E-06,2.13E-17,-2.08E-18,19.81392824,0.11182821,19.81392824,2022 6 16,7800,5.34E+37,-5.23E+36,59745.92048,70.920475,-15.99280535,0.11182821,0.033
2459748.838,g',1.32E-05,-1.72E-06,1.72E-17,-2.24E-18,21.09588414,0.150861637,21.09588414,2022 6 18,4800,4.33E+37,-5.62E+36,59748.33767,73.3376737,-14.71084945,0.150861637,0.033
2459748.841,i',5.21E-05,-2.78E-06,2.57E-17,-1.37E-18,19.60858391,0.05950786,19.60858391,2022 6 18,7800,6.45E+37,-3.44E+36,59748.34104,73.341041,-16.19814968,0.05950786,0.033
2459759.438,i',2.47E-05,-2.51E-06,1.22E-17,-1.24E-18,20.41780035,0.116161903,20.41780035,2022 6 29,7800,3.06E+37,-3.11E+36,59758.93772,83.937722,-15.38893324,0.116161903,0.033
2459759.435,g',3.45E-06,-1.10E-06,4.50E-18,-1.44E-18,22.55450386,0.417808657,22.55450386,2022 6 29,4800,1.13E+37,-3.61E+36,59758.93467,83.934674,-13.25222972,0.417808657,0.033
2459759.439,z',3.78E-05,-5.07E-06,1.36E-17,-1.82E-18,19.95680981,0.156272551,19.95680981,2022 6 29,9134,3.41E+37,-4.58E+36,59758.93877,83.938767,-15.84992377,0.156272551,0.033
2459759.436,g',3.44E-06,-1.14E-06,4.49E-18,-1.48E-18,22.55718168,0.43436883,22.55718168,2022 6 29,4800,1.13E+37,-3.72E+36,59758.93559,83.935585,-13.24955191,0.43436883,0.033
2459759.437,r',1.69E-05,-1.67E-06,1.28E-17,-1.26E-18,20.82838323,0.112714458,20.82838323,2022 6 29,6300,3.21E+37,-3.17E+36,59758.93668,83.936675,-14.97835036,0.112714458,0.033
2459775.709,r',2.32E-05,-3.66E-06,1.75E-17,-2.77E-18,20.48664497,0.186423285,20.48664497,2022 7 15,6300,4.40E+37,-6.95E+36,59775.20912,100.2091204,-15.32008861,0.186423285,0.033
2459785.418,i',1.44E-05,-3.07E-06,7.11E-18,-1.51E-18,21.00300404,0.260083406,21.00300404,2022 7 25,7800,1.79E+37,-3.80E+36,59784.9176,109.917599,-14.80372954,0.260083406,0.033
2459785.419,z',3.07E-05,-6.45E-06,1.10E-17,-2.32E-18,20.18387138,0.256398065,20.18387138,2022 7 25,9134,2.77E+37,-5.82E+36,59784.91865,109.918647,-15.62286221,0.256398065,0.033
2459785.415,g',7.43E-06,-1.89E-06,9.67E-18,-2.46E-18,21.7230723,0.317979842,21.7230723,2022 7 25,4800,2.43E+37,-6.17E+36,59784.91547,109.915471,-14.08366129,0.317979842,0.033
2458219.807,r,2.26E-05,-5.96E-06,1.71E-17,-4.51E-18,20.51284909,0.331960515,20.51284909,2018 4 11,6300,4.30E+37,-1.13E+37,58219.30705,-1455.692951,-15.29388449,0.331960515,0.033
2458284.768,g,6.51E-06,-1.80E-06,8.47E-18,-2.34E-18,21.86641491,0.351337989,21.86641491,2018 6 15,4800,2.13E+37,-5.89E+36,58284.26795,-1390.732049,-13.94031868,0.351337989,0.033
2458899.987,r,8.08E-06,-2.25E-06,6.11E-18,-1.70E-18,21.63136073,0.353623766,21.63136073,2020 2 20,6300,1.53E+37,-4.27E+36,58899.48699,-775.5130093,-14.17537286,0.353623766,0.033
2459323.873,r,8.76E-06,-2.42E-06,6.62E-18,-1.83E-18,21.54355792,0.351143315,21.54355792,2021 4 19,6300,1.66E+37,-4.60E+36,59323.37309,-351.6269097,-14.26317567,0.351143315,0.033
2459386.801,g,2.39E-05,-5.45E-06,3.11E-17,-7.09E-18,20.45347551,0.280602117,20.45347551,2021 6 21,4800,7.82E+37,-1.78E+37,59386.30057,-288.6994329,-15.35325808,0.280602117,0.033
2459672.82,g,7.60E-06,-1.64E-06,9.89E-18,-2.13E-18,21.6987157,0.263625897,21.6987157,2022 4 3,4800,2.48E+37,-5.36E+36,59672.32013,-2.6798727,-14.10801788,0.263625897,0.033
2459675.722,r,1.55E-05,-3.57E-06,1.17E-17,-2.70E-18,20.92709905,0.28492586,20.92709905,2022 4 6,6300,2.94E+37,-6.78E+36,59675.22206,0.2220602,-14.87963454,0.28492586,0.033
2459675.723,r,1.30E-05,-3.47E-06,9.82E-18,-2.62E-18,21.11588646,0.337536351,21.11588646,2022 4 6,6300,2.47E+37,-6.59E+36,59675.22301,0.2230093,-14.69084712,0.337536351,0.033
2459675.844,r,2.10E-05,-2.29E-06,1.59E-17,-1.73E-18,20.59503538,0.12569293,20.59503538,2022 4 6,6300,3.99E+37,-4.36E+36,59675.34402,0.3440162,-15.21169821,0.12569293,0.033
2459675.866,g,1.21E-05,-1.98E-06,1.58E-17,-2.57E-18,21.18909517,0.19272318,21.18909517,2022 4 6,4800,3.97E+37,-6.46E+36,59675.36554,0.365544,-14.61763841,0.19272318,0.033
2459675.882,g,1.51E-05,-2.55E-06,1.97E-17,-3.32E-18,20.95149654,0.200878704,20.95149654,2022 4 6,4800,4.94E+37,-8.35E+36,59675.38241,0.3824074,-14.85523705,0.200878704,0.033
2459676.8,g,1.73E-05,-3.57E-06,2.26E-17,-4.65E-18,20.80254288,0.250668583,20.80254288,2022 4 7,4800,5.67E+37,-1.17E+37,59676.30007,1.3000694,-15.00419071,0.250668583,0.033
2459676.951,r,2.17E-05,-5.33E-06,1.64E-17,-4.03E-18,20.56025729,0.306275294,20.56025729,2022 4 7,6300,4.12E+37,-1.01E+37,59676.4513,1.4512963,-15.24647629,0.306275294,0.033
2459676.985,r,3.27E-05,-5.62E-06,2.48E-17,-4.25E-18,20.11212619,0.204360309,20.11212619,2022 4 7,6300,6.22E+37,-1.07E+37,59676.48479,1.4847917,-15.6946074,0.204360309,0.033
2459677.788,i,1.97E-05,-4.83E-06,9.70E-18,-2.38E-18,20.66568934,0.306167922,20.66568934,2022 4 8,7800,2.44E+37,-5.99E+36,59677.28757,2.2875694,-15.14104424,0.306167922,0.033
2459677.81,g,1.75E-05,-3.65E-06,2.28E-17,-4.75E-18,20.79179768,0.253779021,20.79179768,2022 4 8,4800,5.73E+37,-1.19E+37,59677.3102,2.3101968,-15.0149359,0.253779021,0.033
2459677.823,g,2.17E-05,-3.96E-06,2.82E-17,-5.16E-18,20.55947234,0.219041294,20.55947234,2022 4 8,4800,7.09E+37,-1.30E+37,59677.323,2.3229977,-15.24726125,0.219041294,0.033
2459677.823,g,2.36E-05,-3.23E-06,3.08E-17,-4.20E-18,20.46650251,0.159399191,20.46650251,2022 4 8,4800,7.73E+37,-1.06E+37,59677.32348,2.3234838,-15.34023107,0.159399191,0.033
2459677.845,g,1.56E-05,-3.25E-06,2.03E-17,-4.23E-18,20.92004968,0.254547212,20.92004968,2022 4 8,4800,5.09E+37,-1.06E+37,59677.34509,2.3450926,-14.88668391,0.254547212,0.033
2459677.874,r,2.50E-05,-3.25E-06,1.89E-17,-2.45E-18,20.40455553,0.150904775,20.40455553,2022 4 8,6300,4.75E+37,-6.16E+36,59677.37406,2.3740625,-15.40217805,0.150904775,0.033
2459677.886,r,2.54E-05,-3.47E-06,1.92E-17,-2.62E-18,20.38895006,0.159450291,20.38895006,2022 4 8,6300,4.82E+37,-6.58E+36,59677.38605,2.3860532,-15.41778352,0.159450291,0.033
2459677.913,r,2.44E-05,-3.33E-06,1.85E-17,-2.52E-18,20.42991832,0.158977362,20.42991832,2022 4 8,6300,4.64E+37,-6.32E+36,59677.41282,2.4128241,-15.37681526,0.158977362,0.033
2459678.832,g,3.33E-05,-3.33E-06,4.34E-17,-4.34E-18,20.09324729,0.114440144,20.09324729,2022 4 9,4800,1.09E+38,-1.09E+37,59678.33225,3.3322454,-15.7134863,0.114440144,0.033
2459678.891,r,3.81E-05,-3.61E-06,2.88E-17,-2.73E-18,19.94704339,0.107874893,19.94704339,2022 4 9,6300,7.24E+37,-6.85E+36,59678.39069,3.3906944,-15.8596902,0.107874893,0.033
2459678.971,r,3.15E-05,-3.67E-06,2.38E-17,-2.78E-18,20.15308844,0.134392249,20.15308844,2022 4 9,6300,5.99E+37,-6.97E+36,59678.4708,3.4707986,-15.65364514,0.134392249,0.033
2459678.985,g,3.50E-05,-3.42E-06,4.55E-17,-4.45E-18,20.04053886,0.111744166,20.04053886,2022 4 9,4800,1.14E+38,-1.12E+37,59678.48508,3.485081,-15.76619473,0.111744166,0.033
2459679.716,r,4.25E-05,-4.65E-06,3.21E-17,-3.51E-18,19.82966933,0.125769591,19.82966933,2022 4 10,6300,8.07E+37,-8.82E+36,59679.2158,4.2157986,-15.97706426,0.125769591,0.033
2459679.738,r,4.21E-05,-4.84E-06,3.18E-17,-3.66E-18,19.83947924,0.1326553,19.83947924,2022 4 10,6300,7.99E+37,-9.19E+36,59679.23773,4.2377315,-15.96725435,0.1326553,0.033
2459679.738,r,4.56E-05,-4.06E-06,3.45E-17,-3.07E-18,19.75259,0.101131391,19.75259,2022 4 10,6300,8.66E+37,-7.70E+36,59679.23821,4.238206,-16.05414358,0.101131391,0.033
2459679.779,g,3.84E-05,-3.94E-06,5.00E-17,-5.13E-18,19.94029513,0.117652843,19.94029513,2022 4 10,4800,1.25E+38,-1.29E+37,59679.2787,4.2787037,-15.86643846,0.117652843,0.033
2459679.789,g,4.19E-05,-4.15E-06,5.46E-17,-5.40E-18,19.843249,0.11302067,19.843249,2022 4 10,4800,1.37E+38,-1.36E+37,59679.28947,4.2894676,-15.96348459,0.11302067,0.033
2459679.801,g,3.55E-05,-3.40E-06,4.62E-17,-4.43E-18,20.02398282,0.109338049,20.02398282,2022 4 10,4800,1.16E+38,-1.11E+37,59679.30148,4.3014815,-15.78275077,0.109338049,0.033
2459679.819,g,3.99E-05,-3.79E-06,5.19E-17,-4.93E-18,19.89893251,0.108415321,19.89893251,2022 4 10,4800,1.30E+38,-1.24E+37,59679.3192,4.3192014,-15.90780107,0.108415321,0.033
2459679.896,r,3.95E-05,-3.73E-06,2.98E-17,-2.82E-18,19.90881559,0.107776069,19.90881559,2022 4 10,6300,7.50E+37,-7.09E+36,59679.39612,4.3961227,-15.897918,0.107776069,0.033
2459680.776,i,4.38E-05,-7.71E-06,2.16E-17,-3.80E-18,19.79533294,0.209901064,19.79533294,2022 4 11,7800,5.43E+37,-9.55E+36,59680.27578,5.2757755,-16.01140065,0.209901064,0.033
2459680.844,r,5.04E-05,-5.29E-06,3.81E-17,-4.00E-18,19.64506308,0.120620265,19.64506308,2022 4 11,6300,9.56E+37,-1.01E+37,59680.34356,5.3435648,-16.16167051,0.120620265,0.033
2459680.844,r,4.56E-05,-4.99E-06,3.45E-17,-3.77E-18,19.75212296,0.125631487,19.75212296,2022 4 11,6300,8.66E+37,-9.47E+36,59680.34404,5.3440394,-16.05461063,0.125631487,0.033
2459682.695,g,6.12E-05,-9.28E-06,7.97E-17,-1.21E-17,19.43239442,0.178306804,19.43239442,2022 4 13,4800,2.00E+38,-3.03E+37,59682.19545,7.1954514,-16.37433917,0.178306804,0.033
2459682.722,g,5.03E-05,-6.46E-06,6.55E-17,-8.41E-18,19.64611345,0.149179187,19.64611345,2022 4 13,4800,1.65E+38,-2.11E+37,59682.22243,7.2224306,-16.16062013,0.149179187,0.033
2459682.723,g,5.22E-05,-8.02E-06,6.79E-17,-1.04E-17,19.60634765,0.18129838,19.60634765,2022 4 13,4800,1.71E+38,-2.62E+37,59682.22291,7.2229051,-16.20038594,0.18129838,0.033
2459682.769,i,3.07E-05,-8.66E-06,1.51E-17,-4.27E-18,20.18282595,0.360113823,20.18282595,2022 4 13,7800,3.80E+37,-1.07E+37,59682.26858,7.2685764,-15.62390764,0.360113823,0.033
2459682.78,r,6.61E-05,-6.43E-06,5.00E-17,-4.86E-18,19.34932261,0.111013696,19.34932261,2022 4 13,6300,1.26E+38,-1.22E+37,59682.27953,7.2795255,-16.45741097,0.111013696,0.033
2459682.78,r,5.59E-05,-4.78E-06,4.22E-17,-3.61E-18,19.5324462,0.097121993,19.5324462,2022 4 13,6300,1.06E+38,-9.08E+36,59682.2805,7.2804977,-16.27428739,0.097121993,0.033
2459682.849,r,5.80E-05,-5.43E-06,4.38E-17,-4.11E-18,19.49189777,0.106805299,19.49189777,2022 4 13,6300,1.10E+38,-1.03E+37,59682.34868,7.3486806,-16.31483582,0.106805299,0.033
2459682.85,r,5.28E-05,-5.90E-06,3.99E-17,-4.46E-18,19.59378916,0.12866021,19.59378916,2022 4 13,6300,1.00E+38,-1.12E+37,59682.34964,7.3496412,-16.21294442,0.12866021,0.033
2459682.864,r,4.51E-05,-6.17E-06,3.41E-17,-4.66E-18,19.763823,0.159578613,19.763823,2022 4 13,6300,8.57E+37,-1.17E+37,59682.36404,7.3640394,-16.04291059,0.159578613,0.033
2459682.867,r,5.86E-05,-5.50E-06,4.43E-17,-4.16E-18,19.48030245,0.10710183,19.48030245,2022 4 13,6300,1.11E+38,-1.05E+37,59682.36692,7.3669213,-16.32643114,0.10710183,0.033
2459682.904,g,5.69E-05,-6.65E-06,7.41E-17,-8.65E-18,19.51226226,0.134870909,19.51226226,2022 4 13,4800,1.86E+38,-2.17E+37,59682.40405,7.4040509,-16.29447133,0.134870909,0.033
2459682.908,g,5.20E-05,-6.16E-06,6.76E-17,-8.02E-18,19.61107753,0.137000226,19.61107753,2022 4 13,4800,1.70E+38,-2.01E+37,59682.40785,7.4078472,-16.19565606,0.137000226,0.033
2459683.749,r,6.04E-05,-5.40E-06,4.57E-17,-4.08E-18,19.44706285,0.101573988,19.44706285,2022 4 14,6300,1.15E+38,-1.02E+37,59683.24931,8.2493056,-16.35967073,0.101573988,0.033
2459683.75,r,6.13E-05,-6.28E-06,4.64E-17,-4.74E-18,19.43065722,0.117211795,19.43065722,2022 4 14,6300,1.16E+38,-1.19E+37,59683.24978,8.2497801,-16.37607637,0.117211795,0.033
2459683.758,g,6.33E-05,-8.04E-06,8.24E-17,-1.05E-17,19.39649701,0.147440366,19.39649701,2022 4 14,4800,2.07E+38,-2.63E+37,59683.25787,8.2578704,-16.41023657,0.147440366,0.033
2459683.791,g,5.78E-05,-6.74E-06,7.53E-17,-8.77E-18,19.49525148,0.134522147,19.49525148,2022 4 14,4800,1.89E+38,-2.20E+37,59683.29097,8.2909722,-16.31148211,0.134522147,0.033
2459683.829,i,5.43E-05,-7.83E-06,2.68E-17,-3.86E-18,19.56385471,0.169123288,19.56385471,2022 4 14,7800,6.72E+37,-9.70E+36,59683.32854,8.3285417,-16.24287888,0.169123288,0.033
2459683.912,r,6.86E-05,-4.82E-06,5.19E-17,-3.64E-18,19.30883853,0.07904887,19.30883853,2022 4 14,6300,1.30E+38,-9.15E+36,59683.41212,8.4121181,-16.49789506,0.07904887,0.033
2459683.979,g,5.95E-05,-5.28E-06,7.74E-17,-6.88E-18,19.46432529,0.100975348,19.46432529,2022 4 14,4800,1.95E+38,-1.73E+37,59683.47917,8.4791667,-16.3424083,0.100975348,0.033
2459684.74,r,6.89E-05,-8.78E-06,5.20E-17,-6.64E-18,19.30520555,0.148167917,19.30520555,2022 4 15,6300,1.31E+38,-1.67E+37,59684.24016,9.240162,-16.50152804,0.148167917,0.033
2459684.758,g,6.00E-05,-1.04E-05,7.82E-17,-1.36E-17,19.45400152,0.207072073,19.45400152,2022 4 15,4800,1.96E+38,-3.41E+37,59684.25822,9.2582176,-16.35273206,0.207072073,0.033
2459684.788,g,6.58E-05,-7.69E-06,8.57E-17,-1.00E-17,19.35433384,0.134989595,19.35433384,2022 4 15,4800,2.15E+38,-2.52E+37,59684.28788,9.2878819,-16.45239974,0.134989595,0.033
2459684.805,g,6.31E-05,-9.78E-06,8.21E-17,-1.27E-17,19.40060806,0.183044198,19.40060806,2022 4 15,4800,2.06E+38,-3.20E+37,59684.30493,9.3049306,-16.40612552,0.183044198,0.033
2459684.805,g,6.08E-05,-8.08E-06,7.91E-17,-1.05E-17,19.44074973,0.154817492,19.44074973,2022 4 15,4800,1.99E+38,-2.64E+37,59684.30539,9.3053935,-16.36598385,0.154817492,0.033
2459684.83,r,6.94E-05,-5.57E-06,5.25E-17,-4.21E-18,19.29627318,0.090786696,19.29627318,2022 4 15,6300,1.32E+38,-1.06E+37,59684.32991,9.3299074,-16.5104604,0.090786696,0.033
